http://opengraphprotocol.org/schema/Activity|activity|http://opengraphprotocol.org/schema/Activities
http://opengraphprotocol.org/schema/Sport|sport|http://opengraphprotocol.org/schema/Activities
http://opengraphprotocol.org/schema/Bar|bar|http://opengraphprotocol.org/schema/Businesses
http://opengraphprotocol.org/schema/Company|company|http://opengraphprotocol.org/schema/Businesses
http://opengraphprotocol.org/schema/Cafe|cafe|http://opengraphprotocol.org/schema/Businesses
http://opengraphprotocol.org/schema/Hotel|hotel|http://opengraphprotocol.org/schema/Businesses
http://opengraphprotocol.org/schema/Restaurant|restaurant|http://opengraphprotocol.org/schema/Businesses
http://opengraphprotocol.org/schema/Cause|cause|http://opengraphprotocol.org/schema/Groups
http://opengraphprotocol.org/schema/Sports_league|sports_league|http://opengraphprotocol.org/schema/Groups
http://opengraphprotocol.org/schema/Sports_team|sports_team|http://opengraphprotocol.org/schema/Groups
http://opengraphprotocol.org/schema/Band|band|http://opengraphprotocol.org/schema/Organizations
http://opengraphprotocol.org/schema/Government|government|http://opengraphprotocol.org/schema/Organizations
http://opengraphprotocol.org/schema/Non_profit|non_profit|http://opengraphprotocol.org/schema/Organizations
http://opengraphprotocol.org/schema/School|school|http://opengraphprotocol.org/schema/Organizations
http://opengraphprotocol.org/schema/University|university|http://opengraphprotocol.org/schema/Organizations
http://opengraphprotocol.org/schema/Actor|actor|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Athlete|athlete|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Author|author|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Director|director|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Musician|musician|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Politician|politician|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Profile|profile|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/Public_figure|public_figure|http://opengraphprotocol.org/schema/People
http://opengraphprotocol.org/schema/City|city|http://opengraphprotocol.org/schema/Places
http://opengraphprotocol.org/schema/Country|country|http://opengraphprotocol.org/schema/Places
http://opengraphprotocol.org/schema/Landmark|landmark|http://opengraphprotocol.org/schema/Places
http://opengraphprotocol.org/schema/State_province|state_province|http://opengraphprotocol.org/schema/Places
http://opengraphprotocol.org/schema/Album|album|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Book|book|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Drink|drink|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Food|food|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Game|game|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Product|product|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Song|song|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Movie|movie|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/Tv_show|tv_show|http://opengraphprotocol.org/schema/Products_and_Entertainment
http://opengraphprotocol.org/schema/FB_OpenGraphObject|Facebook Opengraph Object|http://opengraphprotocol.org/schema/Websites
https://opengraphprotocol.org/schema/FBs_OpenGraphObject|Facebook Opengraph Object|http://opengraphprotocol.org/schema/Websites
http://opengraphprotocol.org/schema/Blog|blog|http://opengraphprotocol.org/schema/Websites
http://opengraphprotocol.org/schema/Website|website|http://opengraphprotocol.org/schema/Websites
http://opengraphprotocol.org/schema/Article|article|http://opengraphprotocol.org/schema/Website
http://opengraphprotocol.org/schema/Blog|blog|http://opengraphprotocol.org/schema/Website
http://opengraphprotocol.org/schema/Company|company|http://opengraphprotocol.org/schema/Website
