<http://ogp.me/ns#type>
<https://ogp.me/ns#type>
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
<http://purl.org/dc/elements/1.1/type>
<http://mixi-platform.com/ns#type>
<http://ogp.me/ns/fb#type>
<http://opengraph.org/schema/type>
<http://opengraphprotocol.org/schema/type>
<http://purl.org/dc/terms/type>
<http://purl.org/goodrelations/v1#typeOfGood>
<http://search.yahoo.com/searchmonkey/media/type>
<https://opengraphprotocol.org/schema/type>
<https://search.yahoo.com/searchmonkey/media/type>
<http://www.w3.org/1999/xhtmltype>
<http://dbpedia.org/ontology/longtype>
<http://dbpedia.org/ontology/type>
<http://dbpedia.org/ontology/typeOfElectrification>
<http://dbpedia.org/property/type>
