http://swrc.ontoware.org/ontology#AcademicStaff|AcademicStaff|http://swrc.ontoware.org/ontology#Employee
http://swrc.ontoware.org/ontology#AdministrativeStaff|AdministrativeStaff|http://swrc.ontoware.org/ontology#Employee
http://swrc.ontoware.org/ontology#Article|Article|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#AssistantProfessor|AssistantProfessor|http://swrc.ontoware.org/ontology#FacultyMember
http://swrc.ontoware.org/ontology#AssociateProfessor|AssociateProfessor|http://swrc.ontoware.org/ontology#FacultyMember
http://swrc.ontoware.org/ontology#Association|Association|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#Book|Book|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Booklet|Booklet|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Conference|Conference|http://swrc.ontoware.org/ontology#Event
http://swrc.ontoware.org/ontology#Department|Department|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#DevelopmentProject|DevelopmentProject|http://swrc.ontoware.org/ontology#Project
http://swrc.ontoware.org/ontology#Employee|Employee|http://swrc.ontoware.org/ontology#Person
http://swrc.ontoware.org/ontology#Enterprise|Enterprise|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#Event|Event|NULL
http://swrc.ontoware.org/ontology#Exhibition|Exhibition|http://swrc.ontoware.org/ontology#Event
http://swrc.ontoware.org/ontology#FacultyMember|FacultyMember|http://swrc.ontoware.org/ontology#AcademicStaff
http://swrc.ontoware.org/ontology#FullProfessor|FullProfessor|http://swrc.ontoware.org/ontology#FacultyMember
http://swrc.ontoware.org/ontology#Graduate|Graduate|http://swrc.ontoware.org/ontology#Student
http://swrc.ontoware.org/ontology#InBook|InBook|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#InCollection|InCollection|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#InProceedings|InProceedings|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Institute|Institute|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#Lecture|Lecture|http://swrc.ontoware.org/ontology#Event
http://swrc.ontoware.org/ontology#Lecturer|Lecturer|http://swrc.ontoware.org/ontology#AcademicStaff
http://swrc.ontoware.org/ontology#Manager|Manager|http://swrc.ontoware.org/ontology#Employee
http://swrc.ontoware.org/ontology#Manual|Manual|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#MasterThesis|MasterThesis|http://swrc.ontoware.org/ontology#Thesis
http://swrc.ontoware.org/ontology#Meeting|Meeting|http://swrc.ontoware.org/ontology#Event
http://swrc.ontoware.org/ontology#Misc|Misc|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Organization|Organization|NULL
http://swrc.ontoware.org/ontology#Person|Person|NULL
http://swrc.ontoware.org/ontology#PhDStudent|PhDStudent|http://swrc.ontoware.org/ontology#Graduate
http://swrc.ontoware.org/ontology#PhDThesis|PhDThesis|http://swrc.ontoware.org/ontology#Thesis
http://swrc.ontoware.org/ontology#Proceedings|Proceedings|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Product|Product|NULL
http://swrc.ontoware.org/ontology#Project|Project|NULL
http://swrc.ontoware.org/ontology#ProjectMeeting|ProjectMeeting|http://swrc.ontoware.org/ontology#Meeting
http://swrc.ontoware.org/ontology#ProjectReport|ProjectReport|http://swrc.ontoware.org/ontology#Report
http://swrc.ontoware.org/ontology#Publication|Publication|NULL
http://swrc.ontoware.org/ontology#Report|Report|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#ResearchGroup|ResearchGroup|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#ResearchProject|ResearchProject|http://swrc.ontoware.org/ontology#Project
http://swrc.ontoware.org/ontology#ResearchTopic|ResearchTopic|http://swrc.ontoware.org/ontology#Topic
http://swrc.ontoware.org/ontology#SoftwareComponent|SoftwareComponent|http://swrc.ontoware.org/ontology#Product
http://swrc.ontoware.org/ontology#SoftwareProject|SoftwareProject|http://swrc.ontoware.org/ontology#DevelopmentProject
http://swrc.ontoware.org/ontology#Student|Student|http://swrc.ontoware.org/ontology#Person
http://swrc.ontoware.org/ontology#TechnicalReport|TechnicalReport|http://swrc.ontoware.org/ontology#Report
http://swrc.ontoware.org/ontology#TechnicalStaff|TechnicalStaff|http://swrc.ontoware.org/ontology#Employee
http://swrc.ontoware.org/ontology#Thesis|Thesis|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Topic|Topic|NULL
http://swrc.ontoware.org/ontology#Undergraduate|Undergraduate|http://swrc.ontoware.org/ontology#Student
http://swrc.ontoware.org/ontology#University|University|http://swrc.ontoware.org/ontology#Organization
http://swrc.ontoware.org/ontology#Unpublished|Unpublished|http://swrc.ontoware.org/ontology#Publication
http://swrc.ontoware.org/ontology#Workshop|Workshop|http://swrc.ontoware.org/ontology#Event
http://www.w3.org/2002/07/owl#Thing|Thing|NULL
