http://ogp.me/ns#Article|http://ogp.me/ns#audio|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#description|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#determiner|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#image|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#locale|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#see_also|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#site_name|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#title|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#type|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#updated_time|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#url|NULL
http://ogp.me/ns#Article|http://ogp.me/ns#video|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#author|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#expiration_time|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#modified_time|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#published_time|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#publisher|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#section|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/Article#tag|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/fb#admins|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/fb#app_id|NULL
http://ogp.me/ns#Article|http://ogp.me/ns/fb#profile_id|NULL
http://ogp.me/ns#Book|http://ogp.me/ns/Book#author|NULL
http://ogp.me/ns#Book|http://ogp.me/ns/Book#isbn|NULL
http://ogp.me/ns#Book|http://ogp.me/ns/Book#release_date|NULL
http://ogp.me/ns#Book|http://ogp.me/ns/Book#tag|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#country-name|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#description|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#determiner|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#email|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#fax_number|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#image|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#latitude|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#locale|NULL
http://ogp.me/ns#Company|http://ogp.me/ns#locality|NULL
