http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#country-name|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#locality|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#name|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#photo|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#postal-code|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#region|NULL
http://rdf.data-vocabulary.org/#Address|http://rdf.data-vocabulary.org/#street-address|NULL
http://rdf.data-vocabulary.org/#Breadcrumb|http://rdf.data-vocabulary.org/#child|NULL
http://rdf.data-vocabulary.org/#Breadcrumb|http://rdf.data-vocabulary.org/#name|NULL
http://rdf.data-vocabulary.org/#Breadcrumb|http://rdf.data-vocabulary.org/#photo|NULL
http://rdf.data-vocabulary.org/#Breadcrumb|http://rdf.data-vocabulary.org/#title|NULL
http://rdf.data-vocabulary.org/#Breadcrumb|http://rdf.data-vocabulary.org/#url|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#availability|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#condition|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#currency|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#identifier|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#itemoffered|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#name|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#offerurl|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#photo|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#price|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#pricevaliduntil|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#quantity|NULL
http://rdf.data-vocabulary.org/#Offer|http://rdf.data-vocabulary.org/#seller|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#condition|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#currency|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#highprice|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#itemoffered|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#lowprice|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#name|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#offercount|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#offerurl|NULL
http://rdf.data-vocabulary.org/#OfferAggregate|http://rdf.data-vocabulary.org/#photo|NULL
